2015-08-01 15:53:44.878 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @1279ms
2015-08-06 16:01:53.820 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.dao.configuration.pk.LocaleSupportPK
2015-08-06 16:01:53.820 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.dao.configuration.pk.LocaleMappingPK
2015-08-06 16:01:53.820 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.dao.configuration.pk.LocaleMappingPK
2015-08-06 16:01:53.821 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.coupon.CouponExtProductPK
2015-08-06 16:01:53.821 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.coupon.CouponExtProductPK
2015-08-06 16:01:53.822 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.dao.configuration.StaticData
2015-08-06 16:01:53.822 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.dao.configuration.StaticData
2015-08-06 16:01:53.825 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.productmgt.ProductListViewPK
2015-08-06 16:01:53.825 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.productmgt.ProductListViewPK
2015-08-06 16:01:53.827 [main] INFO  o.h.h.i.a.ASTQueryTranslatorFactory - HHH000397: Using ASTQueryTranslatorFactory
2015-08-06 16:01:54.042 [main] DEBUG c.m.util.StringSequenceGenerator - entity id [PREFIX:]
2015-08-06 16:01:54.200 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.payment.TransactionAmountPK (class must be instantiated by Interceptor)
2015-08-06 16:01:54.201 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.dao.configuration.pk.UserAgreementPK (class must be instantiated by Interceptor)
2015-08-06 16:01:54.211 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.UserRegisterSourcePK (class must be instantiated by Interceptor)
2015-08-06 16:01:54.215 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.BinMappingPK (class must be instantiated by Interceptor)
2015-08-06 16:01:54.812 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 16:01:54.812 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 16:01:55.032 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 16:01:55.032 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 16:01:55.082 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 16:01:55.082 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 16:01:55.082 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 16:01:55.083 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 16:01:55.089 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 16:01:55.089 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 16:01:55.135 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.payment.TransactionAmountPK (class must be instantiated by Interceptor)
2015-08-06 16:01:55.135 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.payment.TransactionAmountPK (class must be instantiated by Interceptor)
2015-08-06 16:01:55.135 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.dao.configuration.pk.UserAgreementPK (class must be instantiated by Interceptor)
2015-08-06 16:01:55.136 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.dao.configuration.pk.UserAgreementPK (class must be instantiated by Interceptor)
2015-08-06 16:01:55.140 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.UserRegisterSourcePK (class must be instantiated by Interceptor)
2015-08-06 16:01:55.140 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.UserRegisterSourcePK (class must be instantiated by Interceptor)
2015-08-06 16:01:55.142 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.BinMappingPK (class must be instantiated by Interceptor)
2015-08-06 16:01:55.142 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.BinMappingPK (class must be instantiated by Interceptor)
2015-08-06 16:01:55.162 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@4220fc87: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalPersistenceAnnotationProcessor,springConfiguration,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor,org.springframework.scheduling.annotation.ProxyAsyncConfiguration,org.springframework.context.annotation.internalAsyncAnnotationProcessor,accountManagementImpl,configurationManagementImpl,loginManagementImpl,merchantCouponManagementImpl,merchantGatewayDaoImpl,merchantManagementImpl,merchantUserManagementImpl,OAuthClientManagementImpl,paymentGatewayDaoImpl,puiManagementImpl,roleManagementImpl,transactionManagementImpl,configCustomRoleResourceImpl,configMerchantDelegateResourceImpl,configMerchantRoleResourceImpl,configMerchantUserRoleResourceImpl,indexResource,loginResourceImpl,merchantConfigResourceImpl,merchantGatewayHttpServiceImpl,merchantResourceImpl,merchantUserResourceImpl,merchantUserValidator,OAuthClientResourceImpl,paymentGatewayHttpServiceImpl,puiResourceImpl,configurationServiceClient,dataListServiceClient,dataServiceClient,mediaServiceClient,roleResourceImpl,transactionResourceImpl,merchantResourceTransformer,merchantUserResourceTransformer,puiResourceTransformer,resourceTransformer,roleTransformer,transactionResourceTransformer,accountServiceImpl,loginServiceImpl,mailServiceImpl,manageRoleServiceImpl,merchantGatewayServiceImpl,merchantServiceImpl,merchantUserServiceImpl,OAuthClientServiceImpl,paymentGatewayServiceImpl,puiServiceImpl,roleServiceImpl,snapshotBuilder,transactionServiceImpl,merchant,gateway,merchantNotificationService,addressTransformer,merchantTransformer,merchantUserTransformer,merchantGatewayValidator,merchantInternalResource,roleInternalResource,propertyConfigurer,mailSender,emf,emf.login,transactionManager,transactionManager.login,org.springframework.aop.config.internalAutoProxyCreator,org.springframework.transaction.annotation.AnnotationTransactionAttributeSource#0,org.springframework.transaction.interceptor.TransactionInterceptor#0,org.springframework.transaction.config.internalTransactionAdvisor,dataSource,dataSource.login]; parent: org.springframework.beans.factory.support.DefaultListableBeanFactory@d975daa
2015-08-06 16:01:55.519 [main] INFO  c.m.d.m.MerchantUserRsApplication - run completed
2015-08-06 16:01:55.520 [main] INFO  io.dropwizard.server.ServerFactory - Starting MerchantUserRs
2015-08-06 16:01:55.705 [main] INFO  o.e.jetty.setuid.SetUIDListener - Opened application@672940b1{HTTP/1.1}{0.0.0.0:20151}
2015-08-06 16:01:55.757 [main] INFO  o.e.jetty.setuid.SetUIDListener - Opened admin@45565960{HTTP/1.1}{0.0.0.0:20150}
2015-08-06 16:01:55.759 [main] INFO  org.eclipse.jetty.server.Server - jetty-9.2.z-SNAPSHOT
2015-08-06 16:01:56.506 [main] INFO  i.d.jersey.DropwizardResourceConfig - The following paths were found for the configured resources:

    DELETE  /powatag/v1/merchants/{merchantId} (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    GET     /powatag/v1/merchants (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    GET     /powatag/v1/merchants/{merchantId} (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    PATCH   /powatag/v1/merchants (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    POST    /powatag/v1/merchants (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    PUT     /powatag/v1/merchants/{merchantId}/activate (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    PUT     /powatag/v1/merchants/{merchantId}/logo (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    PUT     /powatag/v1/merchants/{merchantId}/paymentCurrencies (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    PUT     /powatag/v1/merchants/{merchantId}/paymentOptions (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    GET     /transaction/snapshot (com.mpayme.dw.merchantuser.resource.TransactionResourceImpl)
    POST    /transaction/list (com.mpayme.dw.merchantuser.resource.TransactionResourceImpl)
    GET     /role/changePasswordIndex/{userEntityId} (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /role/delegations (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /role/loginDetails/{userEntityId} (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /role/menu/{userEntityId} (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /role/userAccess (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /role/userDelegation (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /role/userEntityId/{email} (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    POST    /role/changePassword (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    POST    /role/userEntityIdWithoutPathParam (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /merchantuser/user/{userEntityId} (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    GET     /merchantuser/userByEmail/{email} (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    GET     /merchantuser/{merchantId}/alias/{alias}/users (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    GET     /merchantuser/{merchantId}/users (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    POST    /merchantuser/create (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    POST    /merchantuser/update (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    POST    /merchantuser/user/{userEntityId}/locale/{locale} (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    DELETE  /merchant/delete/{merchantId} (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/address (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/child (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/list (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/listWithTypes (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/merchantByEmail (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/merchantIdsByCountryOfOperation (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/merchantLogoUrl (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/phones (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/settings (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    POST    /merchant/create (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    POST    /merchant/merchantsByIndustries (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    POST    /merchant/settings/update (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    POST    /merchant/update (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    PUT     /merchant/activate/{merchantId} (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    POST    /login/validatePassword (com.mpayme.dw.merchantuser.resource.LoginResourceImpl)
    POST    /config/merchantdelgate/add (com.mpayme.dw.merchantuser.resource.ConfigMerchantDelegateResourceImpl)
    POST    /config/merchantdelgate/remove (com.mpayme.dw.merchantuser.resource.ConfigMerchantDelegateResourceImpl)
    GET     /pui (com.mpayme.dw.merchantuser.resource.PuiResourceImpl)
    POST    /config/customrole/create (com.mpayme.dw.merchantuser.resource.ConfigCustomRoleResourceImpl)
    POST    /config/customrole/function/add (com.mpayme.dw.merchantuser.resource.ConfigCustomRoleResourceImpl)
    POST    /config/customrole/function/remove (com.mpayme.dw.merchantuser.resource.ConfigCustomRoleResourceImpl)
    POST    /config/customrole/remove (com.mpayme.dw.merchantuser.resource.ConfigCustomRoleResourceImpl)
    POST    /config/customrole/rename (com.mpayme.dw.merchantuser.resource.ConfigCustomRoleResourceImpl)
    GET     /powatag/v1/internal/roles/accesses/{email} (com.powatag.api.merchant.internal.resource.RoleResourceImpl)
    GET     /powatag/v1/internal/merchants/{merchantId} (com.powatag.api.merchant.internal.resource.MerchantResourceImpl)
    GET     /powatag/v1/internal/merchants/{merchantId}/config (com.powatag.api.merchant.internal.resource.MerchantResourceImpl)
    POST    /powatag/v1/internal/merchants/{merchantId}/customerfield/reply (com.powatag.api.merchant.internal.resource.MerchantResourceImpl)
    GET     /powatag/v1/gateways (com.mpayme.dw.merchantuser.resource.PaymentGatewayHttpServiceImpl)
    GET     /powatag/v1/gateways/{gatewayId}/metadata (com.mpayme.dw.merchantuser.resource.PaymentGatewayHttpServiceImpl)
    GET     /oauth2/clients/ (com.mpayme.dw.merchantuser.resource.OAuthClientResourceImpl)
    POST    /oauth2/clients/ (com.mpayme.dw.merchantuser.resource.OAuthClientResourceImpl)
    POST    /config/merchantrole/add (com.mpayme.dw.merchantuser.resource.ConfigMerchantRoleResourceImpl)
    POST    /config/merchantrole/remove (com.mpayme.dw.merchantuser.resource.ConfigMerchantRoleResourceImpl)
    GET     / (com.mpayme.dw.merchantuser.resource.IndexResource)
    DELETE  /powatag/v1/merchants/{merchantId}/gateways (com.mpayme.dw.merchantuser.resource.MerchantGatewayHttpServiceImpl)
    GET     /powatag/v1/merchants/{merchantId}/gateways (com.mpayme.dw.merchantuser.resource.MerchantGatewayHttpServiceImpl)
    PATCH   /powatag/v1/merchants/{merchantId}/gateways (com.mpayme.dw.merchantuser.resource.MerchantGatewayHttpServiceImpl)
    POST    /powatag/v1/merchants/{merchantId}/gateways (com.mpayme.dw.merchantuser.resource.MerchantGatewayHttpServiceImpl)
    POST    /config/userrole/add (com.mpayme.dw.merchantuser.resource.ConfigMerchantUserRoleResourceImpl)
    POST    /config/userrole/remove (com.mpayme.dw.merchantuser.resource.ConfigMerchantUserRoleResourceImpl)

2015-08-06 16:01:56.507 [main] WARN  o.glassfish.jersey.internal.Errors - The following warnings have been detected: WARNING: The (sub)resource method get in com.mpayme.dw.merchantuser.resource.IndexResource contains empty path annotation.

2015-08-06 16:01:56.510 [main] INFO  o.e.j.server.handler.ContextHandler - Started i.d.j.MutableServletContextHandler@5808027d{/,null,AVAILABLE}
2015-08-06 16:01:56.513 [main] INFO  i.dropwizard.setup.AdminEnvironment - tasks = 

    POST    /tasks/log-level (io.dropwizard.servlets.tasks.LogConfigurationTask)
    POST    /tasks/gc (io.dropwizard.servlets.tasks.GarbageCollectionTask)

2015-08-06 16:01:56.516 [main] INFO  o.e.j.server.handler.ContextHandler - Started i.d.j.MutableServletContextHandler@4bad82ba{/,null,AVAILABLE}
2015-08-06 16:01:57.028 [main] INFO  o.e.jetty.server.ServerConnector - Started application@672940b1{HTTP/1.1}{0.0.0.0:20151}
2015-08-06 16:01:57.581 [main] INFO  o.e.jetty.server.ServerConnector - Started admin@45565960{HTTP/1.1}{0.0.0.0:20150}
2015-08-06 16:01:57.581 [main] INFO  org.eclipse.jetty.server.Server - Started @20663ms
2015-08-06 20:49:35.357 [C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|216ba90a]-AdminTaskTimer] WARN  c.m.v.a.ThreadPoolAsynchronousRunner - com.mchange.v2.async.ThreadPoolAsynchronousRunner$DeadlockDetector@1231f8cb -- APPARENT DEADLOCK!!! Creating emergency threads for unassigned pending tasks!
2015-08-06 20:49:35.579 [C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|216ba90a]-AdminTaskTimer] WARN  c.m.v.a.ThreadPoolAsynchronousRunner - com.mchange.v2.async.ThreadPoolAsynchronousRunner$DeadlockDetector@1231f8cb -- APPARENT DEADLOCK!!! Complete Status: 
	Managed Threads: 3
	Active Threads: 3
	Active Tasks: 
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask@6c1ea5f7
			on thread: C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|216ba90a]-HelperThread-#0
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask@50223295
			on thread: C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|216ba90a]-HelperThread-#1
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask@7526fd4c
			on thread: C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|216ba90a]-HelperThread-#2
	Pending Tasks: 
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask@52bfc4aa
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask@2c089f57
Pool thread stack traces:
	Thread[C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|216ba90a]-HelperThread-#0,5,main]
		java.net.SocketInputStream.socketRead0(Native Method)
		java.net.SocketInputStream.read(Unknown Source)
		java.net.SocketInputStream.read(Unknown Source)
		oracle.net.ns.Packet.receive(Packet.java:300)
		oracle.net.ns.NSProtocol.connect(NSProtocol.java:296)
		oracle.jdbc.driver.T4CConnection.connect(T4CConnection.java:1102)
		oracle.jdbc.driver.T4CConnection.logon(T4CConnection.java:320)
		oracle.jdbc.driver.PhysicalConnection.<init>(PhysicalConnection.java:546)
		oracle.jdbc.driver.T4CConnection.<init>(T4CConnection.java:236)
		oracle.jdbc.driver.T4CDriverExtension.getConnection(T4CDriverExtension.java:32)
		oracle.jdbc.driver.OracleDriver.connect(OracleDriver.java:521)
		com.mchange.v2.c3p0.DriverManagerDataSource.getConnection(DriverManagerDataSource.java:175)
		com.mchange.v2.c3p0.WrapperConnectionPoolDataSource.getPooledConnection(WrapperConnectionPoolDataSource.java:220)
		com.mchange.v2.c3p0.WrapperConnectionPoolDataSource.getPooledConnection(WrapperConnectionPoolDataSource.java:206)
		com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager.acquireResource(C3P0PooledConnectionPool.java:200)
		com.mchange.v2.resourcepool.BasicResourcePool.doAcquire(BasicResourcePool.java:1127)
		com.mchange.v2.resourcepool.BasicResourcePool.doAcquireAndDecrementPendingAcquiresWithinLockOnSuccess(BasicResourcePool.java:1114)
		com.mchange.v2.resourcepool.BasicResourcePool.access$800(BasicResourcePool.java:44)
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask.run(BasicResourcePool.java:1855)
		com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread.run(ThreadPoolAsynchronousRunner.java:696)
	Thread[C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|216ba90a]-HelperThread-#1,5,main]
		java.net.SocketInputStream.socketRead0(Native Method)
		java.net.SocketInputStream.read(Unknown Source)
		java.net.SocketInputStream.read(Unknown Source)
		oracle.net.ns.Packet.receive(Packet.java:300)
		oracle.net.ns.NSProtocol.connect(NSProtocol.java:296)
		oracle.jdbc.driver.T4CConnection.connect(T4CConnection.java:1102)
		oracle.jdbc.driver.T4CConnection.logon(T4CConnection.java:320)
		oracle.jdbc.driver.PhysicalConnection.<init>(PhysicalConnection.java:546)
		oracle.jdbc.driver.T4CConnection.<init>(T4CConnection.java:236)
		oracle.jdbc.driver.T4CDriverExtension.getConnection(T4CDriverExtension.java:32)
		oracle.jdbc.driver.OracleDriver.connect(OracleDriver.java:521)
		com.mchange.v2.c3p0.DriverManagerDataSource.getConnection(DriverManagerDataSource.java:175)
		com.mchange.v2.c3p0.WrapperConnectionPoolDataSource.getPooledConnection(WrapperConnectionPoolDataSource.java:220)
		com.mchange.v2.c3p0.WrapperConnectionPoolDataSource.getPooledConnection(WrapperConnectionPoolDataSource.java:206)
		com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager.acquireResource(C3P0PooledConnectionPool.java:200)
		com.mchange.v2.resourcepool.BasicResourcePool.doAcquire(BasicResourcePool.java:1127)
		com.mchange.v2.resourcepool.BasicResourcePool.doAcquireAndDecrementPendingAcquiresWithinLockOnSuccess(BasicResourcePool.java:1114)
		com.mchange.v2.resourcepool.BasicResourcePool.access$800(BasicResourcePool.java:44)
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask.run(BasicResourcePool.java:1855)
		com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread.run(ThreadPoolAsynchronousRunner.java:696)
	Thread[C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|216ba90a]-HelperThread-#2,5,main]
		java.net.SocketInputStream.socketRead0(Native Method)
		java.net.SocketInputStream.read(Unknown Source)
		java.net.SocketInputStream.read(Unknown Source)
		oracle.net.ns.Packet.receive(Packet.java:300)
		oracle.net.ns.DataPacket.receive(DataPacket.java:106)
		oracle.net.ns.NetInputStream.getNextPacket(NetInputStream.java:315)
		oracle.net.ns.NetInputStream.read(NetInputStream.java:260)
		oracle.net.ns.NetInputStream.read(NetInputStream.java:185)
		oracle.net.ns.NetInputStream.read(NetInputStream.java:102)
		oracle.jdbc.driver.T4CSocketInputStreamWrapper.readNextPacket(T4CSocketInputStreamWrapper.java:124)
		oracle.jdbc.driver.T4CSocketInputStreamWrapper.read(T4CSocketInputStreamWrapper.java:80)
		oracle.jdbc.driver.T4CMAREngine.unmarshalUB1(T4CMAREngine.java:1137)
		oracle.jdbc.driver.T4CTTIfun.receive(T4CTTIfun.java:290)
		oracle.jdbc.driver.T4CTTIfun.doRPC(T4CTTIfun.java:192)
		oracle.jdbc.driver.T4CTTIoauthenticate.doOAUTH(T4CTTIoauthenticate.java:380)
		oracle.jdbc.driver.T4CTTIoauthenticate.doOAUTH(T4CTTIoauthenticate.java:760)
		oracle.jdbc.driver.T4CConnection.logon(T4CConnection.java:401)
		oracle.jdbc.driver.PhysicalConnection.<init>(PhysicalConnection.java:546)
		oracle.jdbc.driver.T4CConnection.<init>(T4CConnection.java:236)
		oracle.jdbc.driver.T4CDriverExtension.getConnection(T4CDriverExtension.java:32)
		oracle.jdbc.driver.OracleDriver.connect(OracleDriver.java:521)
		com.mchange.v2.c3p0.DriverManagerDataSource.getConnection(DriverManagerDataSource.java:175)
		com.mchange.v2.c3p0.WrapperConnectionPoolDataSource.getPooledConnection(WrapperConnectionPoolDataSource.java:220)
		com.mchange.v2.c3p0.WrapperConnectionPoolDataSource.getPooledConnection(WrapperConnectionPoolDataSource.java:206)
		com.mchange.v2.c3p0.impl.C3P0PooledConnectionPool$1PooledConnectionResourcePoolManager.acquireResource(C3P0PooledConnectionPool.java:200)
		com.mchange.v2.resourcepool.BasicResourcePool.doAcquire(BasicResourcePool.java:1127)
		com.mchange.v2.resourcepool.BasicResourcePool.doAcquireAndDecrementPendingAcquiresWithinLockOnSuccess(BasicResourcePool.java:1114)
		com.mchange.v2.resourcepool.BasicResourcePool.access$800(BasicResourcePool.java:44)
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask.run(BasicResourcePool.java:1855)
		com.mchange.v2.async.ThreadPoolAsynchronousRunner$PoolThread.run(ThreadPoolAsynchronousRunner.java:696)

2015-08-06 22:10:48.813 [C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|3d368f5d]-AdminTaskTimer] WARN  c.m.v.a.ThreadPoolAsynchronousRunner - com.mchange.v2.async.ThreadPoolAsynchronousRunner$DeadlockDetector@41a0b6c6 -- APPARENT DEADLOCK!!! Creating emergency threads for unassigned pending tasks!
2015-08-06 22:10:48.814 [C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|3d368f5d]-AdminTaskTimer] WARN  c.m.v.a.ThreadPoolAsynchronousRunner - com.mchange.v2.async.ThreadPoolAsynchronousRunner$DeadlockDetector@41a0b6c6 -- APPARENT DEADLOCK!!! Complete Status: 
	Managed Threads: 3
	Active Threads: 3
	Active Tasks: 
		com.mchange.v2.resourcepool.BasicResourcePool$1DestroyResourceTask@77346492
			on thread: C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|3d368f5d]-HelperThread-#0
		com.mchange.v2.resourcepool.BasicResourcePool$1DestroyResourceTask@3f66d142
			on thread: C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|3d368f5d]-HelperThread-#1
		com.mchange.v2.resourcepool.BasicResourcePool$1DestroyResourceTask@378e6a
			on thread: C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|3d368f5d]-HelperThread-#2
	Pending Tasks: 
		com.mchange.v2.resourcepool.BasicResourcePool$1DestroyResourceTask@10b6ea62
		com.mchange.v2.resourcepool.BasicResourcePool$1DestroyResourceTask@58d5d080
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask@3d6bb110
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask@6935b0f0
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask@43f39286
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask@2c18be44
		com.mchange.v2.resourcepool.BasicResourcePool$ScatteredAcquireTask@c7378fa
Pool thread stack traces:
	Thread[C3P0PooledConnectionPoolManager[identityToken->1hge2x49bk9y1cuybsm6|3d368f5d]-HelperThread-#0,5,main]
		java.net.SocketInputStream.socketRead0(Native Method)
		java.net.SocketInputStream.read(Unknown Source)
		java.net.SocketInputStream.read(Unknown Source)
		oracle.net.ns.Packet.receive(Packet.java:300)
		oracle.net.ns.DataPacket.receive(DataPacket.java:106)
		oracle.net.ns.NetInputStream.getNextPacket(NetInputStream.java:315)
		oracle.net.ns.NetInputStream.read(NetInputStream.java:260)
		oracle.net.ns.NetInputStream.read(NetInputStream.java:185)
		oracle.net.ns.NetInputStream.read(NetInputStream.java:102)
		oracle.jdbc.driver.T4CSocketInputStreamWrapper.readNextPacket(T4CSocketInputStreamWrapper.java:124)
		oracle.jdbc.driver.T4CSocketInputStreamWrapper.read(T4CSocketInputStreamWrapper.java:80)
